ref_date,option_price,sigma_impl,asset_price,option_ticker,ticker,K,expiry,r,t,call_option,D_call_option,D_sigma_impl,sqrt_t,D_S,delta_bs,vega_bs,y_serie,a,b,c,delta_mv,portfolio_bs,cashflow_delta_bs,dt,cash_account_bs,pl_cumulative_bs,portfolio_mv,cashflow_delta_mv,cash_account_mv,pl_cumulative_mv
2023-06-22,27.85,26.471,339.71,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.158333333,26.589399687840967,4.459057123306167,0.40500000000000114,0.39791121245825684,6.149999999999977,0.7422155207103388,43.65218479535734,-0.053155358932559404,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7636593377395577,-225.54863485266821,19.671680667812286,0.0027777780000000085,226.1685026082718,0.6198677556035932,-232.8333139356642,15.12830083222988,237.46809657914952,4.634782643485323
2023-06-23,23.89,26.251,335.02,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.155555556,22.989667766921343,-3.5997319209196235,-0.21999999999999886,0.3944053194367439,-4.689999999999998,0.7001549448754412,45.93116034501035,0.1938329064852627,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7334128384938352,-211.57624186524893,-14.091134116207407,0.0027777769999999813,212.08993375438956,0.513691889140631,-222.71830138528333,-10.133182177301963,227.3481074366555,4.629806051372185
2023-06-26,19.65,26.53,328.6,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.147222222,18.461823814347923,-4.52784395257342,0.2789999999999999,0.3836954808177965,-6.419999999999959,0.6332034330051393,47.46903608818554,0.19142011367042852,-4.390410669239354,13.107970532559364,-9.570301942897242,0.6604695240220155,-189.60882427114086,-22.00026680058121,0.008333333999999998,190.12501822478626,0.5161939536453986,-198.5684617792864,-23.96917313543995,203.41682881327486,4.848367033988467
2023-06-27,23.8,26.766,334.57,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.144444444,22.417320914169125,3.9554970998212013,0.2359999999999971,0.3800584744483407,5.96999999999997,0.6974067496172526,44.38295079147447,-0.09982848972752412,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7310578343588576,-210.91405530527507,21.48050363891475,0.0027777780000000085,211.6160846589668,0.7020293536917279,-222.17269872727385,23.61673098939726,227.044861052431,4.872162325157149
2023-06-28,23.2,27.275,335.85,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.141666667,23.41371931370901,0.9963983995398848,0.5090000000000003,0.37638632679734796,1.2800000000000296,0.7087861550629114,43.355073876230314,0.20307710831542525,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7404872082475882,-214.63211086416982,3.8217733189245258,0.002777777000000009,215.44961475032116,0.8175038861513428,-225.2789095762435,3.1668552205301563,230.22433022320533,4.945420646961821
2023-06-29,22.75,26.924,335.05,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.138888889,22.568833176303826,-0.844886137405183,-0.3509999999999991,0.37267799639903615,-0.8000000000000114,0.7039809498533572,43.15138071398178,1.0189377713456518,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7366083318916256,-213.29998407206352,-1.6099840054611303,0.0027777780000000085,213.85160050134945,0.5516164292859287,-224.23178842398534,-1.2996175230652771,228.93750329702235,4.70571487303701
2023-06-30,27.85,26.86,340.54,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.136111111,26.437976203120257,3.869143026816431,-0.06400000000000006,0.36893239353572627,5.490000000000009,0.759537127153457,39.097969049681275,-0.17601295214600657,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7733869192600654,-232.21479707771803,18.919100617775975,0.0027777779999999808,232.78258209457226,0.5677850168542307,-236.93120528170246,12.524580142448512,241.47480254397675,4.5435972622742895
2023-07-03,25.3,26.502,337.99,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.127777778,24.01506201297866,-2.422914190141597,-0.35800000000000054,0.3574601768029552,-2.5500000000000114,0.7427024108426841,38.977730675314575,0.6430568591507327,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7639519023883925,-227.01092582774012,-5.689965765878144,0.008333332999999998,227.13141665742876,0.12049082968863445,-234.19304147527413,-3.18894135245673,238.32611034433694,4.133068869062811
2023-07-05,25.3,26.844,338.15,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.122222222,24.012423711300528,-0.002638301678132393,0.3420000000000023,0.34960294907222966,0.15999999999996817,0.7456376675614615,37.91129660019619,-2.3765295528151595,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7656910599588928,-228.12495357460767,0.9925570594546045,0.005555556000000003,228.14921194507332,0.024258370465645385,-234.90600821379905,0.5880961324646593,238.94068862905078,4.034680415251728
2023-07-06,27.48,28.809,341.27,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.119444444,26.96616775716376,2.953744045863232,1.9649999999999999,0.34560735524580494,3.1200000000000045,0.7642715301987248,36.30675696608922,0.5926752629804993,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7758210850535179,-233.85677735375504,6.3591783022188455,0.0027777780000000085,234.52106555661405,0.6642882028590122,-237.79829393905027,3.457073664042717,242.4110371455996,4.6127432065493394
2023-07-07,25.0,28.137,337.22,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.116666667,23.548518173502828,-3.417649583660932,-0.6720000000000006,0.34156502601993666,-4.0499999999999545,0.7316179043375868,37.969940041406694,0.34050102079532485,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7569910413573823,-223.1676715272182,-11.01145571289298,0.002777776999999995,223.5226391500812,0.35496762286300054,-231.72400079303364,-6.349867335210852,236.07463746055717,4.350636667523531
2023-07-10,20.47,28.629,331.83,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.108333333,19.500264736417677,-4.048253437085151,0.4920000000000009,0.329140293795822,-5.390000000000043,0.675573674319184,39.28089257519959,0.20990673421668618,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7104979837447264,-204.67534761291714,-18.597156847006584,0.008333333999999998,204.96273918390068,0.2873915709835444,-216.26428120959488,-15.427791307607599,220.68619520800442,4.421913998409536
2023-07-11,20.8,28.47,332.47,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.105555556,19.718565787804437,0.21830105138676004,-0.15900000000000247,0.324893145510951,0.6400000000000432,0.6852276094152988,38.359908985818876,-0.9690379289657,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7200027654395937,-208.09905751449998,3.209643801405283,0.002777777000000009,208.18377011726744,0.08471260276746762,-219.6607536378973,3.1600547700925476,223.85851065941355,4.197757021516253
2023-07-12,23.8,28.861,337.2,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.102777778,23.075509196201637,3.3569434083972,0.3910000000000018,0.3205897347077726,4.729999999999961,0.7370659259380349,35.267432714551674,-0.08384246501989413,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7604920162218979,-225.4631210301037,17.479880331466603,0.0027777779999999946,225.6752165359431,0.21209550583938608,-233.3623986738223,13.652975363792956,237.5239229535941,4.161524279771811
2023-07-13,29.0,29.699,342.66,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.1,27.373341181068895,4.297831984867258,0.838000000000001,0.31622776601683794,5.460000000000036,0.7872015722117929,31.47215500209749,-0.00018198673103333657,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7865100807075935,-242.36914955302404,17.179480552165916,0.0027777779999999946,242.86723494941253,0.4980853963884897,-242.1322030741951,8.915349976668475,246.45246907137178,4.320265997176676
2023-07-14,29.9,28.038,345.24,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.097222222,28.82572082867,1.4523796476011057,-1.6610000000000014,0.3118047818748135,2.579999999999984,0.8249391589103092,27.75497961383867,-1.016170144489983,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8017449578985666,-255.97627439352516,13.028524431795784,0.0027777780000000085,255.9092523812537,-0.0670220122714511,-247.9687084362311,5.2596890014115365,251.72585025805097,3.7571418218198573
2023-07-17,30.3,30.482,345.73,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.088888889,29.496778367382348,0.671057538712347,2.443999999999999,0.29814239718631097,0.4900000000000091,0.8201625307149893,27.032006078570404,2.094719363138013,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7998730393714789,-254.05801337671093,-1.6514236659679409,0.008333332999999998,254.3004838101356,0.24247043342467123,-247.04332753451908,-0.6471783923700234,251.12062966876545,4.0773021342463664
2023-07-18,43.64,33.472,359.49,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.086111111,41.8979443942481,12.401166026865752,2.990000000000002,0.2934469475049962,13.759999999999991,0.8945977443764448,19.235222644615433,0.03646925606023951,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8356635177141816,-279.70099873164,26.75871495915662,0.0027777779999999946,281.07332696752496,1.372328235884936,-258.51473358882305,12.86631905941818,264.0009002629315,5.4861666741084605
2023-07-19,39.2,32.768,355.08,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.083333333,37.723760084333605,-4.174184309914494,-0.7040000000000006,0.2886751340174626,-4.410000000000025,0.8779087241274135,20.75545907646696,0.33887801112206534,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8254914122723114,-274.0040696788284,-5.925937310026032,0.0027777780000000085,275.16300527734296,1.1589355985145744,-255.39173058531873,-3.6119112002992684,260.40365618790327,5.01192560258454
2023-07-20,31.62,34.03,346.87,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.080555556,30.909164246420204,-6.8145958379134015,1.2620000000000005,0.2838231068817336,-8.20999999999998,0.8158792979116107,26.20138534529625,0.053192863136314834,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7981951702616503,-252.09488782018022,-21.516147071475505,0.002777776999999995,253.66214545985557,1.567257639675347,-245.96079446223845,-9.468247466238,250.9498759892675,4.989081527029043
2023-07-21,27.5,31.476,343.77,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.077777778,27.55808391455298,-3.351080331867223,-2.554000000000002,0.27888667590976807,-3.1000000000000227,0.8099890058626505,26.01749379514516,0.9986355504305592,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7958766133897959,-250.89183663085038,-2.024905697671044,0.0027777779999999946,251.65133249618762,0.759495865337243,-246.04041947045715,-0.7970502958374039,250.1667677415982,4.12634827114104
2023-07-24,28.93,32.869,345.11,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.069444444,28.5044653948201,0.9463814802671209,1.3930000000000007,0.2635231375040909,1.3400000000000318,0.8241973198492957,23.511346505581496,-0.4562144783111214,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8014538360274486,-255.93427165837033,4.9034312399311,0.008333334000000012,256.5967091235756,0.6624374652052438,-248.0852679566127,1.9247553044803238,252.13322098543637,4.047953028823656
2023-07-25,34.63,33.793,350.98,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.066666667,33.514014173236944,5.009548778416843,0.9239999999999995,0.25819889039265836,5.8700000000000045,0.8682143316014417,19.352371695287665,-0.06929964430064617,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8203923232707988,-271.2118519322371,15.449090784768206,0.002777776999999995,272.0600556730711,0.8482037408339806,-254.42728344834802,6.647030252671065,258.7942590244527,4.3669755761046645
2023-07-26,20.6,24.884,337.77,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.063888889,20.332323038123718,-13.181691135113226,-8.908999999999999,0.25276251502151187,-13.210000000000036,0.8188542481629356,22.491884587308057,0.6794658490536764,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7993608051345875,-256.252076363871,-16.672355383024193,0.0027777779999999946,255.40281515864706,-0.8492612052239679,-249.6677761121859,-7.103815880868088,251.7048210029508,2.0370448907649177
2023-07-27,15.0,24.647,330.72,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.061111111,14.66891800398821,-5.663405034135508,-0.23700000000000188,0.2472066160117888,-7.0499999999999545,0.7228522058717873,27.384136428948654,0.24023863733400908,-4.390410669239354,13.107970532559364,-9.570301942897242,0.751016529132564,-224.3927635219293,-31.74979542652856,0.0027777780000000016,223.66720917268776,-0.7255543492415484,-233.70726851073337,-15.988418959389216,235.73038603428776,2.02311752355439
2023-07-28,20.45,23.129,338.37,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.058333333,20.21559516262306,5.54667715863485,-1.5179999999999971,0.2415229450797584,7.649999999999977,0.8526918491767929,18.825416519185485,-0.5540881694790151,-4.390410669239354,13.107970532559364,-9.570301942897242,0.813126694083391,-268.30974584332836,43.93384010511472,0.0027777780000000016,267.61347558003365,-0.6962702632947071,-254.92208431437393,21.01621651441133,256.7596990460925,1.8376147317185882
2023-07-31,18.11,23.232,335.92,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.05,17.78686590417925,-2.428729258443809,0.10299999999999798,0.22360679774997896,-2.4499999999999886,0.8364188842714777,18.54164814043198,0.6275114408052372,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8063018975284084,-263.18296570029554,-5.466414370993467,0.008333332999999998,262.19166717024615,-0.9912985300493915,-253.06606751356372,-2.292585658749749,254.50991023511014,1.4438427215464174
2023-08-01,19.75,23.497,336.34,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.047222222,18.053218421837016,0.266352517657765,0.26500000000000057,0.2173067463287783,0.4199999999999591,0.8459862499539343,17.342868992195534,-0.8926569783427538,-4.390410669239354,13.107970532559364,-9.570301942897242,0.8102409171987667,-266.48579688766927,3.2178877736374663,0.0027777780000000016,265.424121553405,-1.0616753342642937,-254.46321166879613,1.324849875928296,255.84889994439666,1.385688275600529
2023-08-02,12.0,25.17,327.5,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.044444444,11.433704282306138,-6.619514139530878,1.6730000000000018,0.2108185096237994,-8.839999999999975,0.6843430262602543,24.548488428058636,0.18132524890383173,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7191596166916627,-212.68863681792715,-52.9381557596802,0.0027777780000000016,212.50071198904797,-0.18792482887917572,-224.0910701842134,-29.829125916076542,226.03398825206784,1.9429180678544355
2023-08-03,11.43,24.693,326.66,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.041666667,10.540171602367991,-0.8935326799381471,-0.4770000000000003,0.20412414604842807,-0.839999999999975,0.6737917095418556,24.035236389667535,1.0817754831809556,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7086696854483314,-209.5606282365746,-3.4466931192321217,0.002777777000000002,209.06582478955988,-0.4948034470147036,-220.95386784618398,-3.4266409399466053,222.61990510122112,1.6660372550371392
2023-08-04,10.2,24.556,327.78,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.038888889,11.071006977231264,0.5308353748632726,-0.13700000000000045,0.19720265971837195,1.1199999999999477,0.704135478607462,22.332760990214286,-0.6662106349608488,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7367353848493674,-219.7305202007226,9.946080624324438,0.0027777779999999946,219.02352050549587,-0.7069996952267275,-230.41611746869435,9.199374949671574,231.83164816794343,1.415530699249075
2023-08-07,12.3,22.423,330.11,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.030555556,11.81161542227855,0.7406084450472861,-2.1330000000000027,0.1748014759663087,2.330000000000041,0.7963823637159674,16.329188365966168,-1.6909995896371965,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7903894531608977,-251.08216666399946,30.45161924316873,0.008333333000000002,249.5116467094508,-1.570519954548672,-249.10384696066538,17.71174449031927,249.58203448480776,0.47818752414238475
2023-08-08,9.35,23.673,326.05,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.027777778,8.79191218443873,-3.0197032378398205,1.25,0.16666666733333332,-4.060000000000002,0.6944556011254167,19.049798211189188,0.14067272309406986,-4.390410669239354,13.107970532559364,-9.570301942897242,0.7284724840841698,-217.6353365625034,-33.23322094264905,0.0027777780000000016,216.29228791111726,-1.343048651386141,-228.72654125120482,-20.188027767467148,229.40787277219704,0.6813315209922166
2023-08-09,6.54,25.227,322.23,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.025,6.391897895426183,-2.400014289012546,1.554000000000002,0.15811388300841897,-3.819999999999993,0.5818324842154011,19.89660102037073,0.11892744726571332,-4.390410669239354,13.107970532559364,-9.570301942897242,0.5804294495406923,-181.09198349330254,-36.29054696191432,0.002777777999999998,180.01375752217217,-1.0782259711303652,-180.6398836300711,-47.70390702094474,181.7167109881237,1.0768273580526113
2023-08-10,6.35,24.182,322.93,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.022222222,6.31941356028463,-0.07248433514155295,-1.0450000000000017,0.14907119775462999,0.6999999999999886,0.6114868275124293,18.45002488018355,-1.8656621935741171,-4.390410669239354,13.107970532559364,-9.570301942897242,0.6292894176168325,-191.14802764830418,9.57627708090932,0.0027777780000000016,189.60003564599253,-1.547992002311645,-196.8970180707191,15.778349490827967,197.50515613302426,0.6081380623051587
2023-08-11,4.28,22.325,321.01,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.019444444,4.572446629484375,-1.7469669308002551,-1.8569999999999993,0.1394433361620411,-1.920000000000016,0.5514338490895396,17.709115557792767,0.9060281498595101,-4.390410669239354,13.107970532559364,-9.570301942897242,0.522805587856423,-172.44333326674874,-19.277606603531822,0.002777777999999998,170.33296267121517,-2.110370595533567,-163.25337512830595,-34.18237419138909,163.33375475598467,0.08037962767872386
2023-08-14,5.5,20.097,324.04,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.011111111,5.256463850705728,0.6840172212213531,-2.227999999999998,0.1054092548118997,3.0300000000000296,0.7301667317222184,11.290306410925178,-1.5260284205394226,-4.390410669239354,13.107970532559364,-9.570301942897242,0.756031573309913,-231.34676389656192,57.91660328829322,0.008333333000000002,228.27795715135153,-3.068806745210395,-239.72800716463848,75.57454832634892,238.93552764235426,-0.7924795222842249
2023-08-15,3.71,21.03,321.66,MSFT US 08/18/23 C320 Equity,MSFT US Equity,320,2023-08-18,0.02,0.008333333,3.40804787804322,-1.848415972662508,0.9329999999999998,0.09128709109178582,-2.3799999999999955,0.6132489321564036,11.239081303195112,0.42689216941658986,-4.390410669239354,13.107970532559364,-9.570301942897242,0.6319635488331358,-193.84960363938558,-37.607779408339965,0.002777778,190.68286020504416,-3.166743434341413,-199.86934723962324,-39.90772075320017,199.04108145493075,-0.8282657846924906
